Estimate	StdError	Pval	PvalFDR	Modules	Outcome	Model
-0.39768542047450656	3.9156190414130645	0.9191028592394046	0.9191028592394046	M2	ADall	AD_CTL ~ M2 + Sex + e4_c + Total_TG
-2.3776724811480143	2.657714169175802	0.37098457661194495	0.45342559363682167	M3	ADall	AD_CTL ~ M3 + Sex + e4_c + Total_TG
5.3159269830439975	2.7840442141438007	0.05620713276132845	0.12365569207492261	M4	ADall	AD_CTL ~ M4 + Sex + e4_c + Total_TG
-7.723624906335208	3.3730242042547895	0.022031639407731667	0.06432449475053727	M5	ADall	AD_CTL ~ M5 + Sex + e4_c + Total_TG
4.3097605302097035	2.9739030416459498	0.14728359237404226	0.2700199193524108	M6	ADall	AD_CTL ~ M6 + Sex + e4_c + Total_TG
5.621183601515835	2.4795782452576387	0.023390725363831733	0.06432449475053727	M7	ADall	AD_CTL ~ M7 + Sex + e4_c + Total_TG
0.7934989322905917	4.169330796772378	0.8490599055423196	0.9191028592394046	M8	ADall	AD_CTL ~ M8 + Sex + e4_c + Total_TG
7.69313531410827	2.850283056476108	0.006953194910182558	0.03824257200600407	M9	ADall	AD_CTL ~ M9 + Sex + e4_c + Total_TG
3.7738180579765035	2.8664412566426813	0.18798894390838516	0.29541119757031953	M10	ADall	AD_CTL ~ M10 + Sex + e4_c + Total_TG
7.460279845259066	2.7128823459747777	0.005960509388851081	0.03824257200600407	M11	ADall	AD_CTL ~ M11 + Sex + e4_c + Total_TG
