Estimate	StdError	Pval	PvalFDR	Modules	Outcome	Model
21.10411249139557	2.436436876401528	4.6406569549744416e-18	1.701574216823962e-17	M10	Sexraw	Sex_binary ~ M10
15.848945517658944	2.2371675470614263	1.3966795501384065e-12	2.194782150217496e-12	M11	Sexraw	Sex_binary ~ M11
19.224941052404752	2.4847630164699765	1.0168395694616656e-14	1.864205877346387e-14	M1	Sexadj	Sex_binary ~ M1 + Status + e4_c
2.5016092630081324	2.169654753305868	0.2489108891462672	0.2489108891462672	M2	Sexadj	Sex_binary ~ M2 + Status + e4_c
19.689003170145686	2.49846103637948	3.261979758349714e-15	8.970444335461714e-15	M3	Sexadj	Sex_binary ~ M3 + Status + e4_c
26.25756268920546	2.74975972843683	1.3090499116124871e-21	1.439954902773736e-20	M4	Sexadj	Sex_binary ~ M4 + Status + e4_c
6.275321184975725	2.195146326362569	0.004253464262747237	0.005198678543357735	M5	Sexadj	Sex_binary ~ M5 + Status + e4_c
19.800383189983666	2.5229930927667787	4.228131776545692e-15	9.301889908400522e-15	M6	Sexadj	Sex_binary ~ M6 + Status + e4_c
7.159691515683569	2.2030582611542195	0.001154506683818808	0.001587446690250861	M7	Sexadj	Sex_binary ~ M7 + Status + e4_c
2.7872483693388452	2.1870198114411763	0.20250382472956432	0.2227542072025208	M8	Sexadj	Sex_binary ~ M8 + Status + e4_c
22.1422391227311	2.6508430706359984	6.66044772126182e-17	2.4421641644626673e-16	M9	Sexadj	Sex_binary ~ M9 + Status + e4_c
23.079419123034313	2.7134257494231	1.8059853312116524e-17	9.932919321664089e-17	M10	Sexadj	Sex_binary ~ M10 + Status + e4_c
